customer_identifier,year,month,total_money,total_discount_money,total_tip_money,transactions
02701BD44EPWYXYYC7BDY72CNG,2023,7,11.0,1.0,0.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2019,6,18.0,0.0,2.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2020,4,27.0,0.0,0.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2020,6,126.25,0.0,20.0,2
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,1,98.0,0.0,18.0,2
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,2,55.25,0.0,10.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,3,227.0,0.0,38.0,5
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,4,41.75,0.0,7.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,5,106.75,0.0,12.0,3
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,6,128.75,7.5,22.0,3
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,7,104.0,0.0,18.0,3
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,8,186.75,0.0,32.5,5
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,9,56.5,0.0,10.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,10,168.25,0.0,31.0,5
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,11,37.25,0.0,6.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2021,12,176.25,0.0,29.0,3
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,1,127.75,2.0,21.0,2
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,2,31.75,0.0,6.0,1
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,3,130.25,0.0,22.0,3
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,4,146.0,0.0,27.5,4
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,5,174.5,7.5,31.0,4
0A0Y0KA6ND0QWGDS2S9FNAS440,2022,6,129.5,0.0,22.0,3
0AJ9GR61TH15EH5JD2X3M5FMWC,2015,11,21.0,0.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2015,12,24.72,0.0,3.22,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2016,4,30.0,0.0,5.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2016,9,29.5,0.0,5.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,1,19.5,0.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,3,38.0,0.0,6.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,4,52.75,0.0,9.0,2
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,5,53.0,0.0,8.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,6,18.5,0.0,3.0,2
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,10,48.0,0.0,8.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2019,12,68.0,0.0,12.0,2
0AJ9GR61TH15EH5JD2X3M5FMWC,2020,2,28.5,0.0,5.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2020,3,20.0,0.0,2.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2020,10,18.5,0.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2020,11,240.5,0.0,29.0,6
0AJ9GR61TH15EH5JD2X3M5FMWC,2020,12,149.0,0.0,14.0,5
0AJ9GR61TH15EH5JD2X3M5FMWC,2021,1,161.0,0.0,18.0,5
0AJ9GR61TH15EH5JD2X3M5FMWC,2021,2,172.0,0.0,24.5,4
0AJ9GR61TH15EH5JD2X3M5FMWC,2021,3,93.5,0.0,15.0,2
0AJ9GR61TH15EH5JD2X3M5FMWC,2021,5,20.0,0.0,2.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2021,9,20.0,0.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2022,2,17.0,1.0,5.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2023,3,20.0,0.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2023,4,19.0,1.0,3.0,1
0AJ9GR61TH15EH5JD2X3M5FMWC,2023,8,104.5,0.0,11.0,2
0FF24BATEZPZ6T9EDG2S8JFN7C,2023,7,21.0,2.0,4.0,1
0FF24BATEZPZ6T9EDG2S8JFN7C,2023,9,6.0,0.0,2.0,1
0N4NTB3RR15ZV7YP4R73J6DCB0,2022,6,48.5,1.0,25.0,2
0RH5656P611ZH2TRC7CN36XJMC,2022,2,21.0,0.0,6.0,2
0RH5656P611ZH2TRC7CN36XJMC,2022,6,24.0,0.0,6.0,2
0RH5656P611ZH2TRC7CN36XJMC,2022,8,12.0,0.0,3.0,1
0RH5656P611ZH2TRC7CN36XJMC,2022,11,34.0,0.0,5.25,1
0RH5656P611ZH2TRC7CN36XJMC,2023,2,49.0,0.0,12.5,4
0RH5656P611ZH2TRC7CN36XJMC,2023,3,135.0,0.0,26.5,6
0RH5656P611ZH2TRC7CN36XJMC,2023,4,23.0,0.0,2.5,1
0RH5656P611ZH2TRC7CN36XJMC,2023,5,97.0,1.0,21.75,6
0RH5656P611ZH2TRC7CN36XJMC,2023,6,6.0,0.0,1.5,1
0RH5656P611ZH2TRC7CN36XJMC,2023,7,62.0,0.0,9.5,2
0RH5656P611ZH2TRC7CN36XJMC,2023,8,37.0,0.0,7.5,1
0TB0RVWB9H5XTPC723XNQWX52C,2016,6,34.5,0.0,2.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2016,7,72.0,0.0,5.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2016,8,36.5,0.0,3.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2016,9,82.0,2.5,7.0,5
0TB0RVWB9H5XTPC723XNQWX52C,2016,10,72.0,0.0,7.75,4
0TB0RVWB9H5XTPC723XNQWX52C,2016,11,49.5,0.0,6.0,3
0TB0RVWB9H5XTPC723XNQWX52C,2016,12,79.5,0.0,8.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2017,1,80.5,0.0,12.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2017,2,18.0,0.0,2.0,1
0TB0RVWB9H5XTPC723XNQWX52C,2017,3,138.0,0.0,17.5,7
0TB0RVWB9H5XTPC723XNQWX52C,2017,4,75.0,0.0,6.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2017,5,76.0,0.0,7.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2017,6,111.0,0.0,11.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2017,7,80.0,2.5,8.25,4
0TB0RVWB9H5XTPC723XNQWX52C,2017,8,141.0,0.0,14.5,8
0TB0RVWB9H5XTPC723XNQWX52C,2017,9,129.02,0.0,11.52,6
0TB0RVWB9H5XTPC723XNQWX52C,2017,10,77.0,0.0,6.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2017,11,121.0,0.0,12.0,5
0TB0RVWB9H5XTPC723XNQWX52C,2017,12,92.0,0.0,7.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2018,1,99.0,0.0,8.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2018,2,77.0,0.0,7.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2018,3,132.0,0.0,17.5,6
0TB0RVWB9H5XTPC723XNQWX52C,2018,4,79.0,9.5,10.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2018,5,77.0,0.0,6.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2018,6,119.5,0.0,13.25,5
0TB0RVWB9H5XTPC723XNQWX52C,2018,7,111.0,0.0,14.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2018,8,66.0,0.0,10.0,3
0TB0RVWB9H5XTPC723XNQWX52C,2018,9,76.0,0.0,9.0,3
0TB0RVWB9H5XTPC723XNQWX52C,2018,10,109.0,0.0,16.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2018,11,128.0,2.0,14.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2018,12,132.5,0.0,15.0,6
0TB0RVWB9H5XTPC723XNQWX52C,2019,1,82.5,0.0,13.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,3,78.0,10.0,10.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,4,93.0,0.0,9.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,5,105.0,0.0,10.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2019,6,97.0,0.0,13.92,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,7,104.0,0.0,13.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,8,137.0,0.0,17.0,5
0TB0RVWB9H5XTPC723XNQWX52C,2019,9,89.0,11.0,13.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,10,119.0,0.0,16.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2019,11,103.0,12.0,17.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2019,12,101.0,0.0,15.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,1,128.0,14.0,22.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2020,2,128.0,0.0,18.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,3,136.0,0.0,18.5,6
0TB0RVWB9H5XTPC723XNQWX52C,2020,4,146.0,0.0,20.0,7
0TB0RVWB9H5XTPC723XNQWX52C,2020,5,109.0,0.0,18.0,5
0TB0RVWB9H5XTPC723XNQWX52C,2020,6,139.0,0.0,20.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2020,7,132.0,0.0,17.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,8,102.0,13.0,19.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,9,158.0,0.0,25.0,5
0TB0RVWB9H5XTPC723XNQWX52C,2020,10,126.0,0.0,17.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,11,146.5,15.0,20.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2020,12,146.0,11.0,20.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2021,1,175.0,0.0,25.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2021,2,174.2,0.0,23.7,4
0TB0RVWB9H5XTPC723XNQWX52C,2021,3,153.0,11.0,27.5,5
0TB0RVWB9H5XTPC723XNQWX52C,2021,4,181.0,0.0,27.75,5
0TB0RVWB9H5XTPC723XNQWX52C,2021,5,100.0,7.0,15.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2021,6,142.0,0.0,19.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2021,7,111.0,13.0,19.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2021,8,60.0,0.0,8.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2021,9,74.0,0.0,9.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2021,10,73.0,0.0,12.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2021,11,56.0,15.0,8.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2021,12,252.5,1.0,15.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2022,1,94.0,6.0,12.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2022,2,59.5,4.0,10.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,3,128.5,23.0,22.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2022,4,53.0,5.0,11.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,5,65.0,6.0,13.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,6,134.5,19.0,39.0,4
0TB0RVWB9H5XTPC723XNQWX52C,2022,7,123.0,7.0,18.5,4
0TB0RVWB9H5XTPC723XNQWX52C,2022,8,48.0,8.5,8.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,9,58.0,4.0,9.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,10,16.0,1.0,3.0,1
0TB0RVWB9H5XTPC723XNQWX52C,2022,11,80.0,3.0,10.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2022,12,70.0,3.0,16.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2023,1,126.0,6.0,21.5,3
0TB0RVWB9H5XTPC723XNQWX52C,2023,2,89.0,4.0,30.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2023,3,71.5,3.0,12.0,2
0TB0RVWB9H5XTPC723XNQWX52C,2023,6,50.0,25.0,11.5,2
0TB0RVWB9H5XTPC723XNQWX52C,2023,8,70.0,4.0,10.0,2
0VME2ZWWEX24XECG6TB2VNBP94,2021,10,103.0,5.0,17.25,2
0VME2ZWWEX24XECG6TB2VNBP94,2021,11,194.5,17.0,32.5,5
0VME2ZWWEX24XECG6TB2VNBP94,2021,12,525.5,4.5,40.5,5
0VME2ZWWEX24XECG6TB2VNBP94,2022,1,634.5,80.5,108.0,15
0VME2ZWWEX24XECG6TB2VNBP94,2022,2,405.0,49.5,45.25,10
0VME2ZWWEX24XECG6TB2VNBP94,2022,3,192.0,26.5,30.25,6
0VME2ZWWEX24XECG6TB2VNBP94,2022,4,259.25,34.5,46.5,9
0VME2ZWWEX24XECG6TB2VNBP94,2022,5,293.9,8.0,37.0,6
0VME2ZWWEX24XECG6TB2VNBP94,2022,6,282.59,6.0,22.0,5
0VME2ZWWEX24XECG6TB2VNBP94,2022,7,98.0,6.0,13.0,4
0VME2ZWWEX24XECG6TB2VNBP94,2022,8,37.0,3.0,5.0,1
0VME2ZWWEX24XECG6TB2VNBP94,2022,9,65.5,4.0,15.5,2
0VME2ZWWEX24XECG6TB2VNBP94,2022,10,100.0,2.0,15.5,2
0VME2ZWWEX24XECG6TB2VNBP94,2022,11,239.0,6.0,43.0,5
0VME2ZWWEX24XECG6TB2VNBP94,2022,12,191.5,19.0,28.0,6
0VME2ZWWEX24XECG6TB2VNBP94,2023,1,130.0,6.0,21.5,3
0VME2ZWWEX24XECG6TB2VNBP94,2023,2,136.5,15.0,34.0,4
0VME2ZWWEX24XECG6TB2VNBP94,2023,3,162.5,4.0,28.0,3
0VME2ZWWEX24XECG6TB2VNBP94,2023,4,101.75,3.0,11.0,3
0VME2ZWWEX24XECG6TB2VNBP94,2023,5,30.0,1.0,5.0,1
0VME2ZWWEX24XECG6TB2VNBP94,2023,7,161.0,2.0,20.5,3
0VME2ZWWEX24XECG6TB2VNBP94,2023,9,45.0,2.0,8.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2015,7,22.0,0.0,4.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2015,8,14.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2015,12,55.5,0.0,9.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2016,2,12.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2016,3,61.5,0.0,11.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2016,4,44.0,0.0,8.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2016,8,15.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2017,5,38.0,0.0,6.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2017,7,29.5,0.0,6.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2017,8,45.0,0.0,8.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2017,9,54.0,0.0,14.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2017,10,33.0,0.0,6.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2017,12,13.0,0.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,1,21.0,0.0,4.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,3,10.0,0.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,5,37.0,0.0,7.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,6,12.5,0.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,7,12.0,0.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,9,16.5,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,11,27.0,0.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2018,12,12.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,1,25.0,0.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,7,13.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,8,15.0,0.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,9,26.0,0.0,4.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,10,27.0,0.0,6.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2019,11,16.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2019,12,25.0,0.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2020,2,82.0,0.0,18.0,4
0ZX819KCK10FHCP80FH9FNMGCM,2021,4,70.0,0.0,18.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2021,7,70.0,0.0,13.0,4
0ZX819KCK10FHCP80FH9FNMGCM,2021,8,25.0,0.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2021,9,31.0,0.0,8.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2021,10,28.0,0.0,8.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2021,12,60.0,0.0,12.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2022,1,328.0,0.0,8.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2022,4,48.0,2.0,8.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2022,5,29.5,1.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2022,6,76.5,4.0,14.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2022,8,178.0,4.0,33.0,5
0ZX819KCK10FHCP80FH9FNMGCM,2022,9,84.5,3.0,15.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2022,10,103.0,1.0,18.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2022,11,92.0,1.0,19.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2022,12,72.5,3.0,14.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2023,1,42.0,0.0,7.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2023,2,15.0,0.0,3.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2023,4,35.0,2.0,10.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2023,5,15.5,0.0,4.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2023,6,23.0,2.0,5.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2023,7,69.0,2.0,17.0,3
0ZX819KCK10FHCP80FH9FNMGCM,2023,8,16.0,0.0,5.0,2
0ZX819KCK10FHCP80FH9FNMGCM,2023,9,7.0,1.0,2.0,1
0ZX819KCK10FHCP80FH9FNMGCM,2023,10,68.0,0.0,15.0,3
12933RZ3G511SA9YN6YMP2JTRR,2022,12,30.0,2.0,6.5,1
157WW457RN4CS5DKHN2XX1G2FG,2020,1,30.25,0.0,4.75,3
157WW457RN4CS5DKHN2XX1G2FG,2020,2,34.0,0.0,6.0,3
157WW457RN4CS5DKHN2XX1G2FG,2020,3,11.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2020,4,13.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2020,5,11.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2020,6,125.0,0.0,20.0,6
157WW457RN4CS5DKHN2XX1G2FG,2020,7,16.5,0.0,3.0,1
157WW457RN4CS5DKHN2XX1G2FG,2020,8,41.5,2.0,7.0,3
157WW457RN4CS5DKHN2XX1G2FG,2020,9,23.5,0.0,5.0,2
157WW457RN4CS5DKHN2XX1G2FG,2020,10,23.5,2.5,4.0,2
157WW457RN4CS5DKHN2XX1G2FG,2020,11,24.0,0.0,4.0,1
157WW457RN4CS5DKHN2XX1G2FG,2020,12,34.5,3.5,6.0,2
157WW457RN4CS5DKHN2XX1G2FG,2021,1,58.5,0.0,9.5,2
157WW457RN4CS5DKHN2XX1G2FG,2021,2,91.1,0.0,12.35,4
157WW457RN4CS5DKHN2XX1G2FG,2021,3,15.5,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2021,4,11.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2021,5,12.5,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2021,6,9.5,0.0,1.0,1
157WW457RN4CS5DKHN2XX1G2FG,2021,8,44.0,0.0,6.0,3
157WW457RN4CS5DKHN2XX1G2FG,2021,9,17.0,0.0,3.0,1
157WW457RN4CS5DKHN2XX1G2FG,2021,10,49.0,0.0,5.0,2
157WW457RN4CS5DKHN2XX1G2FG,2021,12,7.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2022,2,50.0,0.0,7.0,2
157WW457RN4CS5DKHN2XX1G2FG,2022,3,27.0,0.0,5.0,1
157WW457RN4CS5DKHN2XX1G2FG,2022,5,61.0,2.0,9.0,2
157WW457RN4CS5DKHN2XX1G2FG,2022,6,50.5,0.0,8.0,2
157WW457RN4CS5DKHN2XX1G2FG,2022,7,25.0,0.0,4.0,1
157WW457RN4CS5DKHN2XX1G2FG,2022,8,26.0,0.0,2.0,1
157WW457RN4CS5DKHN2XX1G2FG,2022,11,33.0,0.0,5.0,1
157WW457RN4CS5DKHN2XX1G2FG,2022,12,13.5,0.0,2.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2017,5,22.0,5.0,5.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2018,12,12.5,0.0,2.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,1,111.0,5.0,21.0,2
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,2,8.5,0.0,3.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,3,31.5,0.0,10.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,4,75.2,0.0,6.2,2
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,5,12.0,0.0,2.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,8,38.0,0.0,9.0,2
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,9,63.0,0.0,12.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,11,179.5,0.0,20.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2021,12,262.0,0.0,19.0,3
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,2,109.0,2.0,16.0,3
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,3,24.0,1.0,2.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,4,95.0,3.0,18.0,3
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,5,37.5,3.0,6.0,1
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,6,147.5,3.0,16.0,5
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,7,258.55,16.45,29.0,4
15FAT3QZ1X02H3K7NQSK7KA9J4,2022,8,176.0,1.0,13.0,2
15FAT3QZ1X02H3K7NQSK7KA9J4,2023,5,32.5,0.0,10.0,1
187GPJTWS11599P5GY3ZCKXN6C,2022,9,18.75,2.0,5.0,1
1BAVDY9AKD4CZF3NJMWMQT0BWC,2022,10,11.0,1.0,3.0,1
1CNAVF0WKFS7BDTXJ7C3NAPZ4G,2023,5,7.0,1.0,3.0,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2021,9,25.0,0.0,5.0,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2021,11,66.5,0.0,10.0,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,2,39.0,0.0,8.0,3
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,3,124.0,3.0,35.0,15
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,4,75.5,0.0,12.0,7
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,5,161.5,0.0,34.0,13
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,6,177.5,0.0,44.0,13
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,7,156.5,0.0,39.0,10
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,8,181.5,0.0,50.0,12
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,9,98.5,0.0,26.0,5
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,10,49.0,0.0,14.0,2
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,11,6.5,0.0,1.5,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2022,12,22.0,0.0,5.5,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,1,29.0,1.0,8.0,2
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,2,35.5,0.0,4.0,3
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,3,27.0,0.0,7.0,2
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,4,72.0,0.0,16.0,3
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,5,19.0,0.0,4.0,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,6,80.0,0.0,10.0,1
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,7,60.75,2.75,16.5,4
1KV7Y5JCP13E9AYWBEFQ4PJ0VW,2023,8,65.5,0.0,17.0,5
1NFYRFAGGX4WVCBX35MK9ZES2C,2021,7,171.25,0.0,15.0,2
1NFYRFAGGX4WVCBX35MK9ZES2C,2021,8,49.5,6.5,5.0,2
1NFYRFAGGX4WVCBX35MK9ZES2C,2021,12,152.0,0.0,2.0,1
1NFYRFAGGX4WVCBX35MK9ZES2C,2022,1,55.25,0.0,4.0,1
1NFYRFAGGX4WVCBX35MK9ZES2C,2022,4,25.0,3.0,6.0,2
1NFYRFAGGX4WVCBX35MK9ZES2C,2022,5,96.25,2.0,27.0,9
1NFYRFAGGX4WVCBX35MK9ZES2C,2022,6,12.0,0.0,4.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2020,9,27.0,0.0,5.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2022,1,101.0,0.0,50.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2022,2,40.0,1.0,10.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2022,7,11.0,1.0,2.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2022,9,7.5,1.0,2.0,1
1TGCAGQHN150SC4DNHYHAKD9Q0,2023,4,50.5,0.0,10.0,1
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2019,6,6.0,0.0,0.5,1
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2019,11,25.0,0.0,2.5,2
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,2,23.0,0.0,3.0,2
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,3,34.5,0.0,4.5,4
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,4,18.0,0.0,3.0,1
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,8,9.5,0.0,1.0,1
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,9,53.0,0.0,6.5,3
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,11,40.0,0.0,5.5,2
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2020,12,60.75,0.0,6.0,4
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2021,1,77.0,4.0,9.5,6
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2021,2,66.0,3.0,10.0,5
1Y0C9YEYN12B6Q7F1DRXQRM1JR,2021,3,45.5,7.0,9.0,5
